string,doc_id,word_loc,string_length,number_words,before_'s,contains_'s,before_after_said,position_or_title_before,post_name_after,two_capitals,capital_before,capital_after,contains_first_name,first_name_before,first_name_after,contains_last_name,last_name_before,last_name_after,common_proper_noun,contains_nba_teamcity,contains_nba_person,contains_partial_nba_person,partial_nba_person_before,partial_nba_person_after,label
Mack,135.,266,4,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0
Khris,135.,269,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
Khris Middleton,135.,269,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Middleton,135.,270,9,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
Milwaukee,135.,280,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Bucks,135.,282,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Magic,135.,298,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
We,135.,312,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DJ,135.,320,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
DJ Augustin,135.,320,11,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
Augustin,135.,321,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Jason,135.,341,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Jason Terry,135.,341,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Terry,135.,342,5,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Mack,135.,357,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Orlando,135.,370,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Mack,135.,378,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Orlando,135.,387,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
Hezonja,135.,394,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Orlando,135.,398,9,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Augustin,135.,409,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Magic,135.,419,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bucks,135.,430,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Magic,135.,438,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
December,135.,451,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Frank,135.,458,5,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0
Frank Vogel,135.,458,11,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1
Vogel,135.,459,5,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
We,135.,470,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vogel,135.,485,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
It,135.,487,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,135.,503,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
C John,135.,503,6,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
C John Henson,135.,503,13,3,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0
John,135.,504,4,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0
John Henson,135.,504,11,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Henson,135.,505,6,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
F,135.,515,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
F Jabari,135.,515,8,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
F Jabari Parker,135.,515,15,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
F,135.,516,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
F Jabari,135.,516,8,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
F Jabari Parker,135.,516,15,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
Jabari,135.,517,6,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Jabari Parker,135.,517,13,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Parker,135.,518,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Bucks,135.,544,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Four,135.,554,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Cleveland,135.,563,9,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0
Cleveland F,135.,563,11,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
Cleveland F Jonathon,135.,563,20,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
Cleveland F Jonathon Simmons,135.,563,28,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0
F,135.,564,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
F Jonathon,135.,564,10,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
F Jonathon Simmons,135.,564,18,3,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0
Jonathon,135.,565,8,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Jonathon Simmons,135.,565,16,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Simmons,135.,566,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
F,135.,572,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
F Aaron,135.,572,7,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
F Aaron Gordon,135.,572,14,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
F,135.,573,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
F Aaron,135.,573,7,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
F Aaron Gordon,135.,573,14,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
Aaron,135.,574,5,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Aaron Gordon,135.,574,12,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Gordon,135.,575,6,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
C,135.,583,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
C Nikola,135.,583,8,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
C Nikola Vucevic,135.,583,16,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Nikola,135.,584,6,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
Nikola Vucevic,135.,584,14,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Vucevic,135.,585,7,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
TORONTO,136.,0,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
New,136.,4,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0
New York,136.,4,8,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0
New York Knicks,136.,4,15,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
York,136.,5,4,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0
York Knicks,136.,5,11,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Knicks,136.,6,6,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
Toronto,136.,12,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Jonas,136.,15,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0
Jonas Valanciunas,136.,15,17,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
Valanciunas,136.,16,11,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Pascal,136.,23,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
Pascal Siakam,136.,23,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
Siakam,136.,24,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
Raptors,136.,35,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
New,136.,37,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
New York,136.,37,8,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
York,136.,38,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Thursday,136.,41,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
New,136.,43,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
New York,136.,43,8,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
York,136.,44,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Kristaps,136.,53,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Kristaps Porzingis,136.,53,18,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Porzingis,136.,54,9,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Tuesday,136.,61,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Milwaukee,136.,64,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
New,136.,77,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
New York,136.,77,8,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
York,136.,78,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Jarrett,136.,80,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Jarrett Jack,136.,80,12,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Jack,136.,81,4,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Guys,136.,83,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Serge,136.,106,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Serge Ibaka,136.,106,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Ibaka,136.,107,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Jakob,136.,109,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
Jakob Poeltl,136.,109,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Poeltl,136.,110,6,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0
Delon,136.,114,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Delon Wright,136.,114,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Wright,136.,115,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
CJ,136.,117,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
CJ Miles,136.,117,8,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Miles,136.,118,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Fred,136.,123,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Fred VanVleet,136.,123,13,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
VanVleet,136.,124,8,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Raptors,136.,128,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Knicks,136.,137,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
Raptors,136.,139,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Toronto,136.,148,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Toronto,136.,155,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
DeMar,136.,164,5,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
DeMar DeRozan,136.,164,13,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
DeRozan,136.,165,7,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Kyle,136.,167,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
Kyle Lowry,136.,167,10,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1
Kyle Lowry DeRozan,136.,167,18,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Lowry,136.,168,5,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0
Lowry DeRozan,136.,168,13,2,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0
DeRozan,136.,169,7,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1
Lowry,136.,179,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
DeRozan,136.,193,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
We,136.,195,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raptors,136.,202,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Knicks,136.,205,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Toronto,136.,210,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
Dwane,136.,212,5,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Dwane Casey,136.,212,11,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
Casey,136.,213,5,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0
There,136.,221,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Casey,136.,225,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Toronto,136.,250,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
It,136.,268,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Poeltl,136.,279,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Their,136.,281,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Knicks,136.,289,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
Jeff,136.,291,4,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Jeff Hornacek,136.,291,13,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Hornacek,136.,292,8,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Michael,136.,310,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Michael Beasley,136.,310,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Beasley,136.,311,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
Trey,136.,316,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Trey Burke,136.,316,10,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Burke,136.,317,5,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0
Knicks,136.,322,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Luke,136.,327,4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
Luke Kornet,136.,327,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Kornet,136.,328,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
Jack,136.,340,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Knicks,136.,346,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
We,136.,356,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hornacek,136.,361,8,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Kornet,136.,364,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
He,136.,381,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Porzingis,136.,406,9,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1
Porzingis New,136.,406,13,2,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
Porzingis New York,136.,406,18,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
New,136.,407,3,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0
New York,136.,407,8,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0
York,136.,408,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
G,136.,411,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
G Ron,136.,411,5,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
G Ron Baker,136.,411,11,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
Ron,136.,412,3,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Ron Baker,136.,412,9,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Baker,136.,413,5,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
C,136.,416,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
C Enes,136.,416,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
C Enes Kanter,136.,416,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Enes,136.,417,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Enes Kanter,136.,417,11,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Kanter,136.,418,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
C,136.,422,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
C Joakim,136.,422,8,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0
C Joakim Noah,136.,422,13,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
Joakim,136.,423,6,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
Joakim Noah,136.,423,11,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Noah,136.,424,4,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
Hornacek,136.,434,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Hornacek ,136.,434,9,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Hornacek  Beasley,136.,434,17,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Beasley,136.,435,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1
Beasley,136.,436,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
New,136.,446,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0
New York,136.,446,8,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
New,136.,447,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
New York,136.,447,8,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
York,136.,448,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Lowry,136.,455,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Casey,136.,471,7,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Raptors,136.,476,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
Raptors Casey,136.,476,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Casey,136.,477,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Toronto,136.,481,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
Toronto New,136.,481,11,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
Toronto New York,136.,481,16,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
New,136.,482,3,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0
New York,136.,482,8,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0
York,136.,483,4,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
G,136.,485,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
G Emmanuel,136.,485,10,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
G Emmanuel Mudiay,136.,485,17,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
Emmanuel,136.,486,8,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0
Emmanuel Mudiay,136.,486,15,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Mudiay,136.,487,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
Denver,136.,489,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Knicks,136.,495,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
F,136.,497,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
F Doug,136.,497,6,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
F Doug McDermott,136.,497,16,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
Doug,136.,498,4,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Doug McDermott,136.,498,14,2,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
McDermott,136.,499,9,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Dallas,136.,501,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Mavericks,136.,504,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
G,136.,506,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
G Devin,136.,506,7,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
G Devin Harris,136.,506,14,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
Devin,136.,507,5,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Devin Harris,136.,507,12,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Harris,136.,508,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Nuggets,136.,511,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Emmanuel,136.,516,8,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1
Emmanuel Hornacek,136.,516,17,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Hornacek,136.,517,8,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
He,136.,519,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toronto,136.,551,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
F,136.,553,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
