string,doc_id,word_loc,string_length,number_words,before_'s,contains_'s,before_after_said,position_or_title_before,post_name_after,two_capitals,capital_before,capital_after,contains_first_name,first_name_before,first_name_after,contains_last_name,last_name_before,last_name_after,common_proper_noun,contains_nba_teamcity,contains_nba_person,contains_partial_nba_person,partial_nba_person_before,partial_nba_person_after,label
Morris,113.,424,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
Morris,113.,425,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
Shane,113.,434,5,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Shane Larkin,113.,434,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
Larkin,113.,435,6,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Trail,113.,442,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Maurice,113.,444,7,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
Maurice Harkless,113.,444,16,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
Harkless,113.,445,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Harkless,113.,455,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
Portland,113.,460,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Portland,113.,464,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Portland,113.,465,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Boston,113.,475,6,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Celtics,113.,494,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Boston,113.,500,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Western,113.,505,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
Western Conference,113.,505,18,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Conference,113.,506,10,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
CJ,116.,0,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
CJ McCollum,116.,0,11,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
McCollum,116.,1,8,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Trail,116.,20,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Bulls,116.,25,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trail,116.,27,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Trail Blazers,116.,27,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Blazers,116.,28,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CJ,116.,30,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
CJ McCollum,116.,30,11,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
McCollum,116.,31,8,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
Portland,116.,41,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Chicago,116.,46,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Chicago Bulls,116.,46,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,116.,47,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Wednesday,116.,49,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Golden,116.,65,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
Golden State,116.,65,12,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0
Golden State Warriors,116.,65,21,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
State,116.,66,5,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0
State Warriors,116.,66,14,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0
Warriors,116.,67,8,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0
Klay,116.,69,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0
Klay Thompson,116.,69,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
Thompson,116.,70,8,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0
Indiana,116.,79,7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0
Indiana Pacers,116.,79,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Pacers,116.,80,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0
Dec,116.,82,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chicago,116.,86,7,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Chicago Bulls,116.,86,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Bulls,116.,87,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Nikola,116.,91,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Nikola Mirotic,116.,91,14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Mirotic,116.,92,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
McCollum,116.,102,8,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
Entering,116.,125,8,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
Entering Wednesday,116.,125,20,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Wednesday,116.,126,11,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0
Trail,116.,159,5,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Trail Blazers,116.,159,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Blazers,116.,160,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Terry,116.,162,5,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Terry Stotts,116.,162,12,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Stotts,116.,163,6,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
It,116.,176,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,116.,192,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Damian,116.,196,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Damian Lillard,116.,196,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Lillard,116.,197,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
McCollum,116.,200,8,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Lillard,116.,211,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1
Lillard Damon,116.,211,13,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0
Lillard Damon Stoudamire,116.,211,24,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1
Lillard Damon Stoudamire Brandon,116.,211,32,4,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0
Damon,116.,212,5,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
Damon Stoudamire,116.,212,16,2,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
Damon Stoudamire Brandon,116.,212,24,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
Damon Stoudamire Brandon Roy,116.,212,28,4,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
Stoudamire,116.,213,10,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
Stoudamire Brandon,116.,213,18,2,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
Stoudamire Brandon Roy,116.,213,22,3,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
Stoudamire Brandon Roy Andre,116.,213,28,4,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
Brandon,116.,214,7,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
Brandon Roy,116.,214,11,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
Brandon Roy Andre,116.,214,17,3,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
Brandon Roy Andre Miller,116.,214,24,4,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
Roy,116.,215,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
Roy Andre,116.,215,9,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
Roy Andre Miller,116.,215,16,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
Roy Andre Miller Clyde,116.,215,22,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
Andre,116.,216,5,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
Andre Miller,116.,216,12,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
Andre Miller Clyde,116.,216,18,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
Andre Miller Clyde Drexler,116.,216,26,4,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1
Miller,116.,217,6,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
Miller Clyde,116.,217,12,2,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
Miller Clyde Drexler,116.,217,20,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Clyde,116.,218,5,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
Clyde Drexler,116.,218,13,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1
Drexler,116.,219,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Geoff,116.,221,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Geoff Petrie,116.,221,12,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
Petrie,116.,222,6,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
McCollum,116.,233,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Once,116.,253,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland,116.,270,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
McCollum,116.,280,8,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
It,116.,295,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCollum,116.,297,10,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
It,116.,314,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blazers,116.,321,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
McCollum,116.,334,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
Even,116.,336,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ed,116.,353,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Ed Davis,116.,353,8,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Davis,116.,354,5,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Lillard,116.,362,7,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Once,116.,404,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
McCollum,116.,422,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
Once,116.,424,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCollum,116.,449,8,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
We,116.,455,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
McCollum,116.,470,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Stotts,116.,500,6,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
Stotts Too,116.,500,10,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Too,116.,501,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
We,116.,505,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCollum,116.,534,8,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Oh,116.,536,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOUSTON,118.,0,7,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Rockets,118.,4,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Joe,118.,12,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Joe Johnson,118.,12,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Johnson,118.,13,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Ryan,118.,21,4,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Ryan Anderson,118.,21,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Anderson,118.,22,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Johnson,118.,37,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Anderson,118.,41,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Rockets,118.,82,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Anderson,118.,86,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
An,118.,95,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Johnson,118.,104,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Anderson,118.,107,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Tuesday,118.,109,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
Rockets,118.,137,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Minnesota,118.,147,9,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
Minnesota Anderson,118.,147,18,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Anderson,118.,148,8,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1
Rockets,118.,156,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Houston,118.,165,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Game,118.,174,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Sacramento,118.,178,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
Sacramento Kings,118.,178,16,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Kings,118.,179,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Wednesday,118.,181,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Toyota,118.,184,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Toyota Center,118.,184,13,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Center,118.,185,6,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Johnson,118.,188,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Brandan,118.,190,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Brandan Wright,118.,190,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Wright,118.,191,6,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
Anderson,118.,205,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Rockets,118.,220,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
Rockets Ryno,118.,220,12,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
Ryno,118.,221,4,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1
Rockets,118.,242,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Chris,118.,244,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Chris Paul,118.,244,10,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Paul,118.,245,4,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
That,118.,270,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rockets,118.,273,7,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Anderson,118.,283,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
It,118.,290,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Anderson,118.,298,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
Houston,118.,308,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
James,118.,317,5,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
James Harden,118.,317,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
Harden,118.,318,6,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
Rockets,118.,326,7,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Sacramento,118.,328,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Oct,118.,335,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kings,118.,338,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Mavericks,118.,356,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Dallas,118.,358,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Tuesday,118.,360,7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
American,118.,367,8,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
American Airlines,118.,367,17,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
American Airlines Center,118.,367,24,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Airlines,118.,368,8,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
Airlines Center,118.,368,15,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Center,118.,369,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Kings,118.,373,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Dallas,118.,380,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Veteran,118.,385,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Zach,118.,387,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0
Zach Randolph,118.,387,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
Randolph,118.,388,8,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
Sacramento,118.,398,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Randolph,118.,414,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Vince,118.,418,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Vince Carter,118.,418,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Carter,118.,419,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Carter,118.,437,6,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Kings,118.,440,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
George,118.,444,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
George Hill,118.,444,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Hill,118.,445,4,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Cleveland,118.,447,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Johnson,118.,457,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Sacramento,118.,462,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Randolph,118.,469,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Carter,118.,476,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Kings,118.,484,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Three,118.,494,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bogdan,118.,497,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
Bogdan Bogdanovic,118.,497,17,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1
Bogdanovic,118.,498,10,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
Fox,118.,500,3,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0
Justin,118.,502,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Justin Jackson,118.,502,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Jackson,118.,503,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Mavericks,118.,512,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
ORLANDO,119.,0,7,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
ORLANDO Fla,119.,0,11,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Fla,119.,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Washington,119.,5,10,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0
Washington Wizards,119.,5,18,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Wizards,119.,6,7,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
John,119.,12,4,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
John Wall,119.,12,9,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Wall,119.,13,4,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Washington,119.,19,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Wall,119.,26,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Orlando,119.,36,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
Orlando Magic,119.,36,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Magic,119.,37,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
Saturday,119.,40,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Tomas,119.,42,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
Tomas Satoransky,119.,42,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Satoransky,119.,43,10,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Wall,119.,46,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
